,Unnamed: 0.1,Unnamed: 0,Competition,Country,Round,Apparatus,Rank,Score,Location,days_till_paris,names,rate_of_change,average_apparatus_rank
4149,4149,4150,2022 9th Senior Artistic Gymnastics Asian Championships,TPE,final,FX,7.0,0.7473248407643313,"Doha, Qatar",0.8637911464245176,PIN-JU LAI,-0.0039027658223653693,0.06506849315068493
4150,4150,4151,2022 9th Senior Artistic Gymnastics Asian Championships,TPE,qual,UB,16.0,0.7622292993630574,"Doha, Qatar",0.8637911464245176,PIN-JU LAI,-0.003131560599981803,0.09417808219178082
4151,4151,4152,2022 9th Senior Artistic Gymnastics Asian Championships,TPE,final,VT,7.0,0.7898089171974523,"Doha, Qatar",0.8637911464245176,PIN-JU LAI,-0.01014251716710606,0.05821917808219178
4152,4152,4153,2022 9th Senior Artistic Gymnastics Asian Championships,TPE,qual,VT,7.0,0.8152866242038217,"Doha, Qatar",0.8637911464245176,PIN-JU LAI,-0.01014251716710606,0.05821917808219178
4153,4153,4154,2022 9th Senior Artistic Gymnastics Asian Championships,TPE,final,VT,7.0,0.7622292993630574,"Doha, Qatar",0.8637911464245176,PIN-JU LAI,-0.01014251716710606,0.05821917808219178
4154,4154,4155,2022 9th Senior Artistic Gymnastics Asian Championships,TPE,qual,VT,7.0,0.7579617834394905,"Doha, Qatar",0.8637911464245176,PIN-JU LAI,-0.01014251716710606,0.05821917808219178
4155,4155,4156,2022 Mersin World Challenge Cup,TPE,qual,BB,3.0,0.7993630573248408,"Mersin, Turkey",0.7253121452894438,PIN-JU LAI,-0.024141060446129948,0.07191780821917808
4156,4156,4157,2022 Mersin World Challenge Cup,TPE,final,BB,2.0,0.821656050955414,"Mersin, Turkey",0.7253121452894438,PIN-JU LAI,-0.024141060446129948,0.07191780821917808
4157,4157,4158,2022 Mersin World Challenge Cup,TPE,qual,FX,7.0,0.7515923566878981,"Mersin, Turkey",0.7253121452894438,PIN-JU LAI,-0.0039027658223653693,0.06506849315068493
4158,4158,4159,2022 Mersin World Challenge Cup,TPE,final,FX,6.0,0.7738853503184714,"Mersin, Turkey",0.7253121452894438,PIN-JU LAI,-0.0039027658223653693,0.06506849315068493
4159,4159,4160,2022 Mersin World Challenge Cup,TPE,qual,UB,11.0,0.7802547770700637,"Mersin, Turkey",0.7253121452894438,PIN-JU LAI,-0.003131560599981803,0.09417808219178082
4160,4160,4161,2022 Mersin World Challenge Cup,TPE,qual,VT,11.0,0.7420382165605096,"Mersin, Turkey",0.7253121452894438,PIN-JU LAI,-0.01014251716710606,0.05821917808219178
4161,4161,4162,2022 Mersin World Challenge Cup,TPE,qual,VT,11.0,0.6401273885350319,"Mersin, Turkey",0.7253121452894438,PIN-JU LAI,-0.01014251716710606,0.05821917808219178
4162,4162,4163,2022 Paris World Challenge Cup,TPE,qual,BB,32.0,0.6815286624203821,"Paris, France",0.7593643586833144,PIN-JU LAI,-0.024141060446129948,0.07191780821917808
4163,4163,4164,2022 Szombathely World Challenge Cup,TPE,final,BB,4.0,0.802547770700637,"Szombathely, Hungary",0.7593643586833144,PIN-JU LAI,-0.024141060446129948,0.07191780821917808
4164,4164,4165,2022 Szombathely World Challenge Cup,TPE,qual,BB,5.0,0.7898089171974523,"Szombathely, Hungary",0.7593643586833144,PIN-JU LAI,-0.024141060446129948,0.07191780821917808
4165,4165,4166,2022 Szombathely World Challenge Cup,TPE,qual,FX,9.0,0.7303184713375797,"Szombathely, Hungary",0.7593643586833144,PIN-JU LAI,-0.0039027658223653693,0.06506849315068493
4166,4166,4167,2022 Szombathely World Challenge Cup,TPE,qual,UB,11.0,0.7685350318471338,"Szombathely, Hungary",0.7593643586833144,PIN-JU LAI,-0.003131560599981803,0.09417808219178082
4167,4167,4168,2023 10th Senior Artistic Gymnastics Asian Championships,TPE,qual,BB,23.0,0.7388535031847134,Singapore,0.44948921679909193,PIN-JU LAI,-0.024141060446129948,0.07191780821917808
4168,4168,4169,2023 10th Senior Artistic Gymnastics Asian Championships,TPE,qual,FX,17.0,0.7919108280254777,Singapore,0.44948921679909193,PIN-JU LAI,-0.0039027658223653693,0.06506849315068493
4169,4169,4170,2023 10th Senior Artistic Gymnastics Asian Championships,TPE,qual,UB,17.0,0.7536942675159236,Singapore,0.44948921679909193,PIN-JU LAI,-0.003131560599981803,0.09417808219178082
4170,4170,4171,2023 10th Senior Artistic Gymnastics Asian Championships,TPE,qual,VT,9.0,0.821656050955414,Singapore,0.44948921679909193,PIN-JU LAI,-0.01014251716710606,0.05821917808219178
4171,4171,4172,2023 10th Senior Artistic Gymnastics Asian Championships,TPE,qual,VT,9.0,0.7621656050955414,Singapore,0.44948921679909193,PIN-JU LAI,-0.01014251716710606,0.05821917808219178
4172,4172,4173,2022 Mersin World Challenge Cup,FIN,qual,BB,12.0,0.694267515923567,"Mersin, Turkey",0.7253121452894438,SARA LAIHO,0.0,0.0821917808219178
4173,4173,4174,2022 Mersin World Challenge Cup,FIN,qual,FX,15.0,0.6496815286624203,"Mersin, Turkey",0.7253121452894438,SARA LAIHO,0.0,0.10273972602739725
4174,4174,4175,2023 Artistic Gymnastics Senior Pan American Championships,CAN,TeamFinal,BB,,0.7197452229299364,"Medellin, Colombia",0.48467650397275824,JENNA LALONDE,0.01495555422534149,0.0
4175,4175,4176,2023 Artistic Gymnastics Senior Pan American Championships,CAN,TeamQual,BB,,0.7982802547770701,"Medellin, Colombia",0.48467650397275824,JENNA LALONDE,0.01495555422534149,0.0
4176,4176,4177,2023 Artistic Gymnastics Senior Pan American Championships,CAN,TeamQual,FX,,0.7855414012738854,"Medellin, Colombia",0.48467650397275824,JENNA LALONDE,0.0037318737560420824,0.0
4177,4177,4178,2023 Artistic Gymnastics Senior Pan American Championships,CAN,TeamFinal,UB,,0.8301273885350319,"Medellin, Colombia",0.48467650397275824,JENNA LALONDE,-0.03459699504661502,0.0
4178,4178,4179,2023 Artistic Gymnastics Senior Pan American Championships,CAN,TeamQual,UB,,0.7707006369426752,"Medellin, Colombia",0.48467650397275824,JENNA LALONDE,-0.03459699504661502,0.0
4179,4179,4180,2023 Artistic Gymnastics Senior Pan American Championships,CAN,TeamQual,VT,,0.8152866242038217,"Medellin, Colombia",0.48467650397275824,JENNA LALONDE,0.0,0.0
4180,4180,4181,BIRMINGHAM 2022 Commonwealth Games,CAN,qual,BB,13.0,0.7643312101910829,"Birmingham, England",0.8297389330306469,JENNA LALONDE,0.01495555422534149,0.0
4181,4181,4182,BIRMINGHAM 2022 Commonwealth Games,CAN,qual,FX,17.0,0.7770700636942675,"Birmingham, England",0.8297389330306469,JENNA LALONDE,0.0037318737560420824,0.0
4182,4182,4183,BIRMINGHAM 2022 Commonwealth Games,CAN,final,UB,5.0,0.8492356687898089,"Birmingham, England",0.8297389330306469,JENNA LALONDE,-0.03459699504661502,0.0
4183,4183,4184,BIRMINGHAM 2022 Commonwealth Games,CAN,qual,UB,8.0,0.8248407643312102,"Birmingham, England",0.8297389330306469,JENNA LALONDE,-0.03459699504661502,0.0
4184,4184,4185,SANTIAGO 2023 XIX Pan American Games,COL,qual,BB,21.0,0.7452229299363057,"Santiago, Chile",0.31101021566401815,DAIRA LAMADRID,0.0,0.14383561643835616
4185,4185,4186,SANTIAGO 2023 XIX Pan American Games,COL,qual,UB,39.0,0.6921019108280255,"Santiago, Chile",0.31101021566401815,DAIRA LAMADRID,0.0,0.2671232876712329
4186,4186,4187,2023 Artistic Gymnastics Senior Pan American Championships,COL,TeamFinal,BB,,0.7409554140127388,"Medellin, Colombia",0.48467650397275824,DAIRA GISELL LAMADRID,0.0,0.0
4187,4187,4188,2023 Artistic Gymnastics Senior Pan American Championships,COL,TeamQual,BB,,0.6539490445859872,"Medellin, Colombia",0.48467650397275824,DAIRA GISELL LAMADRID,0.0,0.0
4188,4188,4189,2023 Artistic Gymnastics Senior Pan American Championships,COL,TeamFinal,UB,,0.736751592356688,"Medellin, Colombia",0.48467650397275824,DAIRA GISELL LAMADRID,0.0,0.0
4189,4189,4190,2023 Artistic Gymnastics Senior Pan American Championships,COL,TeamQual,UB,,0.760063694267516,"Medellin, Colombia",0.48467650397275824,DAIRA GISELL LAMADRID,0.0,0.0
4190,4190,4191,2022 British Gymnastics Championships,GBR,qual,BB,27.0,0.7101910828025478,"Liverpool, England",0.9682179341657208,ISABELLE LAMB,-0.02687533350730851,0.22602739726027396
4191,4191,4192,2022 British Gymnastics Championships,GBR,qual,FX,38.0,0.7261146496815287,"Liverpool, England",0.9682179341657208,ISABELLE LAMB,-0.01051643485068553,0.23972602739726026
4192,4192,4193,2022 British Gymnastics Championships,GBR,qual,UB,40.0,0.6560509554140128,"Liverpool, England",0.9682179341657208,ISABELLE LAMB,0.003505478283561275,0.25
4193,4193,4194,2023 British Gymnastics Championships,GBR,qual,BB,39.0,0.6369426751592357,"Liverpool, England",0.5539160045402951,ISABELLE LAMB,-0.02687533350730851,0.22602739726027396
4194,4194,4195,2023 British Gymnastics Championships,GBR,qual,FX,32.0,0.697452229299363,"Liverpool, England",0.5539160045402951,ISABELLE LAMB,-0.01051643485068553,0.23972602739726026
4195,4195,4196,2023 British Gymnastics Championships,GBR,qual,UB,33.0,0.6656050955414012,"Liverpool, England",0.5539160045402951,ISABELLE LAMB,0.003505478283561275,0.25
4196,4196,4197,2023 British Gymnastics Championships,GBR,qual,VT,32.0,0.7611464968152866,"Liverpool, England",0.5539160045402951,ISABELLE LAMB,0.0,0.2191780821917808
4197,4197,4198,2023 Senior European Championships,FRA,qual,FX,13.0,0.8194904458598726,"Antalya, Turkey",0.5187287173666288,DJENNA LAROUI,-0.480057053095736,0.07363013698630137
4198,4198,4199,2023 Senior European Championships,FRA,qual,UB,18.0,0.8407643312101911,"Antalya, Turkey",0.5187287173666288,DJENNA LAROUI,0.2750574492977897,0.04657534246575342
4199,4199,4200,2023 Senior European Championships,FRA,qual,VT,77.0,0.7940127388535032,"Antalya, Turkey",0.5187287173666288,DJENNA LAROUI,0.009080319553871483,0.22773972602739725
4200,4200,4201,2023 Senior European Championships,FRA,qual,VT,12.0,0.7940127388535032,"Antalya, Turkey",0.5187287173666288,DJENNA LAROUI,0.009080319553871483,0.22773972602739725
4201,4201,4202,2023 Senior European Championships,FRA,qual,VT,12.0,0.7982802547770701,"Antalya, Turkey",0.5187287173666288,DJENNA LAROUI,0.009080319553871483,0.22773972602739725
4202,4202,4203,2023 Varna World Challenge Cup,FRA,qual,BB,24.0,0.6708917197452229,"Varna, Bulgaria",0.48467650397275824,DJENNA LAROUI,0.0,0.1643835616438356
4203,4203,4204,2023 Varna World Challenge Cup,FRA,qual,FX,24.0,0.5880891719745224,"Varna, Bulgaria",0.48467650397275824,DJENNA LAROUI,-0.480057053095736,0.07363013698630137
4204,4204,4205,2023 Varna World Challenge Cup,FRA,final,UB,2.0,0.821656050955414,"Varna, Bulgaria",0.48467650397275824,DJENNA LAROUI,0.2750574492977897,0.04657534246575342
4205,4205,4206,2023 Varna World Challenge Cup,FRA,qual,UB,3.0,0.8364968152866242,"Varna, Bulgaria",0.48467650397275824,DJENNA LAROUI,0.2750574492977897,0.04657534246575342
4206,4206,4207,EnBW DTB Pokal Team Challenge 2023,FRA,final,FX,4.0,0.8067515923566879,"Stuttgart, Germany",0.5539160045402951,DJENNA LAROUI,-0.480057053095736,0.07363013698630137
4207,4207,4208,EnBW DTB Pokal Team Challenge 2023,FRA,qual,FX,2.0,0.8312101910828026,"Stuttgart, Germany",0.5539160045402951,DJENNA LAROUI,-0.480057053095736,0.07363013698630137
4208,4208,4209,EnBW DTB Pokal Team Challenge 2023,FRA,final,UB,5.0,0.7112101910828026,"Stuttgart, Germany",0.5539160045402951,DJENNA LAROUI,0.2750574492977897,0.04657534246575342
4209,4209,4210,EnBW DTB Pokal Team Challenge 2023,FRA,qual,UB,6.0,0.8726114649681529,"Stuttgart, Germany",0.5539160045402951,DJENNA LAROUI,0.2750574492977897,0.04657534246575342
4210,4210,4211,EnBW DTB Pokal Team Challenge 2023,FRA,qual,VT,32.0,0.7961783439490446,"Stuttgart, Germany",0.5539160045402951,DJENNA LAROUI,0.009080319553871483,0.22773972602739725
4211,4211,4212,2023 52nd FIG Artistic Gymnastics World Championships,UKR,qual,BB,31.0,0.821656050955414,"Antwerp, Belgium",0.34506242905788875,ANNA LASHCHEVSKA,0.02953310336317857,0.1190068493150685
4212,4212,4213,2023 52nd FIG Artistic Gymnastics World Championships,UKR,qual,FX,112.0,0.7515923566878981,"Antwerp, Belgium",0.34506242905788875,ANNA LASHCHEVSKA,0.029771362625231456,0.4200913242009133
4213,4213,4214,2023 52nd FIG Artistic Gymnastics World Championships,UKR,qual,UB,35.0,0.8364968152866242,"Antwerp, Belgium",0.34506242905788875,ANNA LASHCHEVSKA,0.02281371881052062,0.10763209393346379
4214,4214,4215,2023 52nd FIG Artistic Gymnastics World Championships,UKR,qual,VT,108.0,0.8173885350318472,"Antwerp, Belgium",0.34506242905788875,ANNA LASHCHEVSKA,0.0055751615403053754,0.5924657534246576
4215,4215,4216,2023 Baku World Cup,UKR,final,BB,3.0,0.8556050955414013,"Baku, Azerbaijan",0.5539160045402951,ANNA LASHCHEVSKA,0.02953310336317857,0.1190068493150685
4216,4216,4217,2023 Baku World Cup,UKR,qual,BB,3.0,0.8619745222929937,"Baku, Azerbaijan",0.5539160045402951,ANNA LASHCHEVSKA,0.02953310336317857,0.1190068493150685
4217,4217,4218,2023 Baku World Cup,UKR,qual,UB,11.0,0.779171974522293,"Baku, Azerbaijan",0.5539160045402951,ANNA LASHCHEVSKA,0.02281371881052062,0.10763209393346379
4218,4218,4219,2023 Cairo World Cup,UKR,qual,BB,24.0,0.6857324840764332,"Cairo, Egypt",0.5187287173666288,ANNA LASHCHEVSKA,0.02953310336317857,0.1190068493150685
4219,4219,4220,2023 Cairo World Cup,UKR,qual,FX,24.0,0.717579617834395,"Cairo, Egypt",0.5187287173666288,ANNA LASHCHEVSKA,0.029771362625231456,0.4200913242009133
4220,4220,4221,2023 Cairo World Cup,UKR,qual,UB,18.0,0.7452229299363057,"Cairo, Egypt",0.5187287173666288,ANNA LASHCHEVSKA,0.02281371881052062,0.10763209393346379
4221,4221,4222,2023 Cottbus World Cup,UKR,qual,BB,21.0,0.7749044585987261,"Cottbus, Germany",0.5856980703745743,ANNA LASHCHEVSKA,0.02953310336317857,0.1190068493150685
4222,4222,4223,2023 Cottbus World Cup,UKR,qual,UB,10.0,0.8003821656050957,"Cottbus, Germany",0.5856980703745743,ANNA LASHCHEVSKA,0.02281371881052062,0.10763209393346379
4223,4223,4224,2023 Doha World Cup,UKR,final,BB,2.0,0.8492356687898089,"Doha, Qatar",0.5539160045402951,ANNA LASHCHEVSKA,0.02953310336317857,0.1190068493150685
4224,4224,4225,2023 Doha World Cup,UKR,qual,BB,2.0,0.8471337579617835,"Doha, Qatar",0.5539160045402951,ANNA LASHCHEVSKA,0.02953310336317857,0.1190068493150685
4225,4225,4226,2023 Doha World Cup,UKR,final,UB,1.0,0.8598726114649682,"Doha, Qatar",0.5539160045402951,ANNA LASHCHEVSKA,0.02281371881052062,0.10763209393346379
4226,4226,4227,2023 Doha World Cup,UKR,qual,UB,3.0,0.8471337579617835,"Doha, Qatar",0.5539160045402951,ANNA LASHCHEVSKA,0.02281371881052062,0.10763209393346379
4227,4227,4228,2023 Senior European Championships,UKR,qual,BB,53.0,0.7154777070063695,"Antalya, Turkey",0.5187287173666288,ANNA LASHCHEVSKA,0.02953310336317857,0.1190068493150685
4228,4228,4229,2023 Senior European Championships,UKR,qual,FX,48.0,0.7685350318471338,"Antalya, Turkey",0.5187287173666288,ANNA LASHCHEVSKA,0.029771362625231456,0.4200913242009133
4229,4229,4230,2023 Senior European Championships,UKR,qual,UB,32.0,0.8110191082802548,"Antalya, Turkey",0.5187287173666288,ANNA LASHCHEVSKA,0.02281371881052062,0.10763209393346379
4230,4230,4231,2023 Senior European Championships,UKR,qual,VT,65.0,0.8110191082802548,"Antalya, Turkey",0.5187287173666288,ANNA LASHCHEVSKA,0.0055751615403053754,0.5924657534246576
4231,4231,4232,2022 Senior European Championships,DEN,qual,UB,59.0,0.7409554140127388,"Munich, Germany",0.7945516458569807,MICHELLE LAURITSEN,0.0,0.4041095890410959
4232,4232,4233,2022 Senior European Championships,DEN,qual,VT,100.0,0.7409554140127388,"Munich, Germany",0.7945516458569807,MICHELLE LAURITSEN,0.0,0.684931506849315
4233,4233,4234,2023 10th Senior Artistic Gymnastics Asian Championships,VIE,qual,BB,26.0,0.7154777070063695,Singapore,0.44948921679909193,THI THANH PHUONG LE,0.0,0.1780821917808219
4234,4234,4235,2023 10th Senior Artistic Gymnastics Asian Championships,VIE,qual,FX,30.0,0.7409554140127388,Singapore,0.44948921679909193,THI THANH PHUONG LE,0.0,0.2054794520547945
4235,4235,4236,2023 10th Senior Artistic Gymnastics Asian Championships,VIE,qual,UB,38.0,0.6029299363057324,Singapore,0.44948921679909193,THI THANH PHUONG LE,0.0,0.2602739726027397
4236,4236,4237,2023 10th Senior Artistic Gymnastics Asian Championships,VIE,qual,BB,46.0,0.5732484076433121,Singapore,0.44948921679909193,THU THUY LE,0.0,0.3150684931506849
4237,4237,4238,2023 10th Senior Artistic Gymnastics Asian Championships,VIE,qual,FX,46.0,0.6496815286624203,Singapore,0.44948921679909193,THU THUY LE,0.0,0.3150684931506849
4238,4238,4239,2023 10th Senior Artistic Gymnastics Asian Championships,VIE,qual,UB,29.0,0.6857324840764332,Singapore,0.44948921679909193,THU THUY LE,0.0,0.19863013698630136
4239,4239,4240,2022 British Gymnastics Championships,GBR,qual,BB,21.0,0.7261146496815287,"Liverpool, England",0.9682179341657208,ALIA LEAT,0.0,0.14383561643835616
4240,4240,4241,2022 British Gymnastics Championships,GBR,qual,FX,39.0,0.7261146496815287,"Liverpool, England",0.9682179341657208,ALIA LEAT,0.0,0.2671232876712329
4241,4241,4242,2022 British Gymnastics Championships,GBR,qual,UB,39.0,0.6656050955414012,"Liverpool, England",0.9682179341657208,ALIA LEAT,0.0,0.2671232876712329
4242,4242,4243,2022 British Gymnastics Championships,GBR,qual,VT,7.0,0.8407643312101911,"Liverpool, England",0.9682179341657208,ALIA LEAT,0.0,0.04794520547945205
4243,4243,4244,2023 52nd FIG Artistic Gymnastics World Championships,CAN,qual,BB,150.0,0.6178343949044586,"Antwerp, Belgium",0.34506242905788875,CASSANDRA LEE,-0.0012505685109331821,0.4041095890410959
4244,4244,4245,2023 52nd FIG Artistic Gymnastics World Championships,CAN,qual,FX,50.0,0.8067515923566879,"Antwerp, Belgium",0.34506242905788875,CASSANDRA LEE,-0.010583169338796989,0.1232876712328767
4245,4245,4246,2023 52nd FIG Artistic Gymnastics World Championships,CAN,qual,VT,68.0,0.8343949044585988,"Antwerp, Belgium",0.34506242905788875,CASSANDRA LEE,0.0,0.4657534246575342
4246,4246,4247,BIRMINGHAM 2022 Commonwealth Games,CAN,qual,BB,12.0,0.7707006369426752,"Birmingham, England",0.8297389330306469,CASSANDRA LEE,-0.0012505685109331821,0.4041095890410959
4247,4247,4248,BIRMINGHAM 2022 Commonwealth Games,CAN,final,FX,5.0,0.821656050955414,"Birmingham, England",0.8297389330306469,CASSANDRA LEE,-0.010583169338796989,0.1232876712328767
4248,4248,4249,BIRMINGHAM 2022 Commonwealth Games,CAN,qual,FX,2.0,0.8280254777070064,"Birmingham, England",0.8297389330306469,CASSANDRA LEE,-0.010583169338796989,0.1232876712328767
4249,4249,4250,SANTIAGO 2023 XIX Pan American Games,CAN,qual,BB,15.0,0.7664331210191083,"Santiago, Chile",0.31101021566401815,CASSANDRA LEE,-0.0012505685109331821,0.4041095890410959
4250,4250,4251,SANTIAGO 2023 XIX Pan American Games,CAN,qual,FX,15.0,0.7855414012738854,"Santiago, Chile",0.31101021566401815,CASSANDRA LEE,-0.010583169338796989,0.1232876712328767
4251,4251,4252,2023 Artistic Gymnastics Senior Pan American Championships,CAN,TeamQual,BB,,0.8364968152866242,"Medellin, Colombia",0.48467650397275824,CASSANDRA PAIGE LEE,0.0,0.0
4252,4252,4253,2022 51st FIG Artistic Gymnastics World Championships,KOR,qual,BB,103.0,0.6984713375796178,"Liverpool, England",0.7253121452894438,DAYEONG LEE,-0.0009259536387168044,0.22602739726027396
4253,4253,4254,2022 51st FIG Artistic Gymnastics World Championships,KOR,qual,FX,141.0,0.6390445859872611,"Liverpool, England",0.7253121452894438,DAYEONG LEE,-0.004367657187440149,0.26484018264840176
4254,4254,4255,2022 51st FIG Artistic Gymnastics World Championships,KOR,qual,UB,75.0,0.779171974522293,"Liverpool, England",0.7253121452894438,DAYEONG LEE,0.02176362513057834,0.1860730593607306
4255,4255,4256,2022 51st FIG Artistic Gymnastics World Championships,KOR,qual,VT,100.0,0.7961783439490446,"Liverpool, England",0.7253121452894438,DAYEONG LEE,0.01950441140897726,0.2808219178082192
4256,4256,4257,2022 9th Senior Artistic Gymnastics Asian Championships,KOR,qual,FX,9.0,0.8131847133757962,"Doha, Qatar",0.8637911464245176,DAYEONG LEE,-0.004367657187440149,0.26484018264840176
4257,4257,4258,2022 9th Senior Artistic Gymnastics Asian Championships,KOR,qual,UB,17.0,0.7622292993630574,"Doha, Qatar",0.8637911464245176,DAYEONG LEE,0.02176362513057834,0.1860730593607306
4258,4258,4259,2023 10th Senior Artistic Gymnastics Asian Championships,KOR,qual,UB,6.0,0.8364968152866242,Singapore,0.44948921679909193,DAYEONG LEE,0.02176362513057834,0.1860730593607306
4259,4259,4260,2023 52nd FIG Artistic Gymnastics World Championships,KOR,qual,FX,60.0,0.7982802547770701,"Antwerp, Belgium",0.34506242905788875,DAYEONG LEE,-0.004367657187440149,0.26484018264840176
4260,4260,4261,2023 52nd FIG Artistic Gymnastics World Championships,KOR,qual,UB,33.0,0.8364968152866242,"Antwerp, Belgium",0.34506242905788875,DAYEONG LEE,0.02176362513057834,0.1860730593607306
4261,4261,4262,2023 52nd FIG Artistic Gymnastics World Championships,KOR,qual,VT,49.0,0.844968152866242,"Antwerp, Belgium",0.34506242905788875,DAYEONG LEE,0.01950441140897726,0.2808219178082192
4262,4262,4263,2023 FISU World University Games,KOR,final,BB,6.0,0.7898089171974523,"Chengdu, China",0.38024971623155507,DAYEONG LEE,-0.0009259536387168044,0.22602739726027396
4263,4263,4264,2023 FISU World University Games,KOR,qual,BB,7.0,0.8131210191082803,"Chengdu, China",0.38024971623155507,DAYEONG LEE,-0.0009259536387168044,0.22602739726027396
4264,4264,4265,2023 FISU World University Games,KOR,AAfinal,BB,16.0,0.6963694267515924,"Chengdu, China",0.38024971623155507,DAYEONG LEE,-0.0009259536387168044,0.22602739726027396
4265,4265,4266,2023 FISU World University Games,KOR,final,FX,6.0,0.7876433121019109,"Chengdu, China",0.38024971623155507,DAYEONG LEE,-0.004367657187440149,0.26484018264840176
4266,4266,4267,2023 FISU World University Games,KOR,qual,FX,10.0,0.7898089171974523,"Chengdu, China",0.38024971623155507,DAYEONG LEE,-0.004367657187440149,0.26484018264840176
4267,4267,4268,2023 FISU World University Games,KOR,AAfinal,FX,6.0,0.779171974522293,"Chengdu, China",0.38024971623155507,DAYEONG LEE,-0.004367657187440149,0.26484018264840176
4268,4268,4269,2023 FISU World University Games,KOR,qual,UB,25.0,0.7261146496815287,"Chengdu, China",0.38024971623155507,DAYEONG LEE,0.02176362513057834,0.1860730593607306
4269,4269,4270,2023 FISU World University Games,KOR,AAfinal,UB,7.0,0.7982802547770701,"Chengdu, China",0.38024971623155507,DAYEONG LEE,0.02176362513057834,0.1860730593607306
4270,4270,4271,2023 FISU World University Games,KOR,AAfinal,VT,3.0,0.8280254777070064,"Chengdu, China",0.38024971623155507,DAYEONG LEE,0.01950441140897726,0.2808219178082192
4271,4271,4272,2023 FISU World University Games,KOR,qual,VT,12.0,0.8301273885350319,"Chengdu, China",0.38024971623155507,DAYEONG LEE,0.01950441140897726,0.2808219178082192
4272,4272,4273,2022 9th Senior Artistic Gymnastics Asian Championships,KOR,qual,BB,20.0,0.736751592356688,"Doha, Qatar",0.8637911464245176,EUNJU LEE,0.0,0.136986301369863
4273,4273,4274,2022 Koper World Challenge Cup,HKG,qual,VT,16.0,0.6783439490445861,"Koper, Slovenia",0.8637911464245176,MAN CHING CASS LEE,0.0,0.136986301369863
4274,4274,4275,2022 Osijek World Challenge Cup,HKG,qual,BB,27.0,0.5901910828025478,"Osijek, Croatia",0.8637911464245176,MAN CHING CASS LEE,0.0,0.18493150684931506
4275,4275,4276,2022 Osijek World Challenge Cup,HKG,qual,FX,30.0,0.5710828025477707,"Osijek, Croatia",0.8637911464245176,MAN CHING CASS LEE,0.0,0.2054794520547945
4276,4276,4277,2022 Osijek World Challenge Cup,HKG,qual,VT,22.0,0.7515923566878981,"Osijek, Croatia",0.8637911464245176,MAN CHING CASS LEE,0.0,0.136986301369863
4277,4277,4278,2022 Osijek World Challenge Cup,HKG,qual,VT,22.0,0.6411464968152867,"Osijek, Croatia",0.8637911464245176,MAN CHING CASS LEE,0.0,0.136986301369863
4278,4278,4279,2023 Core Hydration Classic,USA,AAfinal,BB,2.0,0.9235668789808917,"Hoffman Estates, Illinois",0.38024971623155507,SUNISA LEE,0.0,0.0
4279,4279,4280,2023 Core Hydration Classic,USA,AAfinal,VT,,0.8598726114649682,"Hoffman Estates, Illinois",0.38024971623155507,SUNISA LEE,0.0,0.0
4280,4280,4281,2023 U.S. Championships,USA,qual,BB,,0.8694267515923567,"San Jose, CA",0.38024971623155507,SUNISA LEE,0.0,0.0
4281,4281,4282,2023 U.S. Championships,USA,final,BB,,0.9044585987261147,"San Jose, CA",0.38024971623155507,SUNISA LEE,0.0,0.0
4282,4282,4283,2023 U.S. Championships,USA,qual,VT,,0.8503184713375797,"San Jose, CA",0.38024971623155507,SUNISA LEE,0.0,0.0
4283,4283,4284,2023 U.S. Championships,USA,final,VT,,0.8535031847133758,"San Jose, CA",0.38024971623155507,SUNISA LEE,0.0,0.0
4284,4284,4285,2022 51st FIG Artistic Gymnastics World Championships,KOR,AAfinal,BB,9.0,0.8131210191082803,"Liverpool, England",0.7253121452894438,YUNSEO LEE,-0.0056182256983733315,0.11056751467710371
4285,4285,4286,2022 51st FIG Artistic Gymnastics World Championships,KOR,qual,BB,25.0,0.8110191082802548,"Liverpool, England",0.7253121452894438,YUNSEO LEE,-0.0056182256983733315,0.11056751467710371
4286,4286,4287,2022 51st FIG Artistic Gymnastics World Championships,KOR,AAfinal,FX,20.0,0.802547770700637,"Liverpool, England",0.7253121452894438,YUNSEO LEE,-0.004983608842079047,0.0898972602739726
4287,4287,4288,2022 51st FIG Artistic Gymnastics World Championships,KOR,qual,FX,27.0,0.8343949044585988,"Liverpool, England",0.7253121452894438,YUNSEO LEE,-0.004983608842079047,0.0898972602739726
4288,4288,4289,2022 51st FIG Artistic Gymnastics World Championships,KOR,AAfinal,UB,17.0,0.8322292993630575,"Liverpool, England",0.7253121452894438,YUNSEO LEE,-0.01493216132458175,0.0821917808219178
4289,4289,4290,2022 51st FIG Artistic Gymnastics World Championships,KOR,qual,UB,38.0,0.8407643312101911,"Liverpool, England",0.7253121452894438,YUNSEO LEE,-0.01493216132458175,0.0821917808219178
4290,4290,4291,2022 51st FIG Artistic Gymnastics World Championships,KOR,AAfinal,VT,24.0,0.821656050955414,"Liverpool, England",0.7253121452894438,YUNSEO LEE,0.010185071231841345,0.2928082191780822
4291,4291,4292,2022 51st FIG Artistic Gymnastics World Championships,KOR,qual,VT,75.0,0.8152866242038217,"Liverpool, England",0.7253121452894438,YUNSEO LEE,0.010185071231841345,0.2928082191780822
4292,4292,4293,2022 9th Senior Artistic Gymnastics Asian Championships,KOR,final,BB,4.0,0.8322929936305733,"Doha, Qatar",0.8637911464245176,YUNSEO LEE,-0.0056182256983733315,0.11056751467710371
